pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-1322 b,Kepler-1322,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.96286738,0.018300,1.610,0.144,3.22000,0.01010,M-R relationship,4.240000,0.000000,1666,,5488.00,0.87,0.90,-0.070,[Fe/H],4.52,4.470,293.2045009,45.4353919,1350.3200000,15.8760000,14.0680000,15.7753000
Kepler-1322 c,Kepler-1322,1,2,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.45998001,0.065200,2.155,0.192,5.29000,0.01660,M-R relationship,2.900000,0.000000,883,,5704.00,0.80,0.90,-0.300,[Fe/H],4.58,0.400,293.2045009,45.4353919,1350.3200000,15.8760000,14.0680000,15.7753000
Kepler-1323 b,Kepler-1323,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.92990668,0.019100,1.520,0.136,2.92000,0.00920,M-R relationship,4.570000,0.000000,2291,,6169.00,1.40,1.18,0.020,[Fe/H],4.21,3.550,292.8722515,46.0987290,465.4170000,12.4440000,11.1220000,12.3440000
Kepler-1324 b,Kepler-1324,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.11584468,0.046600,1.510,0.135,2.89000,0.00909,M-R relationship,4.610000,0.000000,895,,4776.00,0.73,0.78,0.050,[Fe/H],4.61,2.880,291.1849503,40.3112023,481.6670000,15.5540000,12.8340000,15.1336000
Kepler-1325 b,Kepler-1325,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,33.87868380,0.200400,2.860,0.255,8.55000,0.02690,M-R relationship,2.010000,0.000000,564,,5550.00,0.91,0.93,0.010,[Fe/H],4.50,4.790,285.0171505,42.0853120,973.3680000,15.3110000,13.4570000,15.1289000
Kepler-1326 b,Kepler-1326,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,42.35142670,0.274300,4.180,0.373,16.30000,0.05120,M-R relationship,1.230000,0.000000,938,,6725.00,1.74,1.45,0.020,[Fe/H],4.12,1.700,296.2221990,39.2689420,698.3260000,12.8420000,11.7000000,12.7411000
Kepler-1327 b,Kepler-1327,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.88801098,0.118600,1.800,0.161,3.89000,0.01230,M-R relationship,3.670000,0.000000,831,,5885.00,1.03,1.02,-0.030,[Fe/H],4.42,4.070,289.0648073,50.4609183,678.0690000,13.9660000,12.3740000,13.8837000
Kepler-1328 b,Kepler-1328,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.52158888,0.052900,0.980,0.087,0.90400,0.00284,M-R relationship,5.280000,0.000000,1214,,5780.00,0.99,1.00,0.000,[Fe/H],4.44,4.570,284.6753857,44.4177225,813.5430000,13.9690000,12.3050000,13.8033000
Kepler-1329 b,Kepler-1329,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.33646594,0.074700,2.170,0.194,5.35000,0.01680,M-R relationship,2.880000,0.000000,577,,4500.00,0.69,0.72,0.020,[Fe/H],4.62,5.620,281.6476437,48.2709523,588.0370000,15.9580000,13.4350000,15.8498000
Kepler-133 b,Kepler-133,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.12997600,0.083000,1.760,0.157,3.75000,0.01180,M-R relationship,3.780000,0.000000,1041,,5736.00,1.43,1.02,0.282,[M/H],4.19,9.400,297.2778906,48.3203542,653.6000000,12.8960000,11.3200000,12.8415000
Kepler-133 c,Kepler-133,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,31.51758600,0.204000,2.840,0.253,8.45000,0.02660,M-R relationship,2.030000,0.000000,663,,5736.00,1.43,1.02,0.282,[M/H],4.19,9.400,297.2778906,48.3203542,653.6000000,12.8960000,11.3200000,12.8415000
Kepler-1330 b,Kepler-1330,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.10769068,0.088900,1.650,0.147,3.36000,0.01060,M-R relationship,4.110000,0.000000,879,,5608.00,0.94,0.97,0.080,[Fe/H],4.48,4.900,290.5767116,39.9568913,1720.4800000,15.0760000,13.3020000,14.9451000
Kepler-1331 b,Kepler-1331,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.78916165,0.014200,1.050,0.094,1.16000,0.00364,M-R relationship,5.510000,0.000000,1244,,4508.00,0.69,0.72,0.050,[Fe/H],4.63,4.170,297.0737928,41.2244613,319.1970000,15.5800000,12.3180000,15.0318000
Kepler-1332 b,Kepler-1332,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.87456832,0.098600,1.370,0.122,2.45000,0.00771,M-R relationship,5.240000,0.000000,728,,5581.00,0.90,0.95,0.000,[Fe/H],4.51,3.240,291.0286411,43.9137055,528.6850000,13.9750000,12.1220000,13.7950000
Kepler-1333 b,Kepler-1333,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,109.64718420,0.438200,2.810,0.251,8.30000,0.02610,M-R relationship,2.060000,0.000000,428,,5628.00,0.92,0.94,-0.040,[Fe/H],4.49,4.570,293.5275797,41.1113940,932.4460000,15.4210000,13.4060000,15.1714000
Kepler-1334 b,Kepler-1334,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.64591713,0.122900,2.290,0.204,5.86000,0.01840,M-R relationship,2.680000,0.000000,710,,5614.00,0.91,0.94,-0.030,[Fe/H],4.50,4.270,289.3115320,51.3209059,1223.0400000,15.4610000,13.6260000,15.1710000
Kepler-1335 b,Kepler-1335,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.26406846,0.061500,1.450,0.129,2.70000,0.00849,M-R relationship,4.870000,0.000000,809,,4903.00,0.74,0.77,-0.070,[Fe/H],4.60,4.900,284.8384394,42.0703371,621.8530000,15.2480000,13.1340000,15.3037000
Kepler-1336 b,Kepler-1336,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,23.19868100,0.159500,1.980,0.177,4.58000,0.01440,M-R relationship,3.240000,0.000000,793,,5512.00,1.30,0.94,0.050,[Fe/H],4.18,12.300,296.2776587,46.8998006,1126.6400000,14.2640000,12.3660000,14.0381000
Kepler-1336 c,Kepler-1336,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.77721211,0.063100,1.710,0.153,3.57000,0.01120,M-R relationship,3.920000,0.000000,1260,,5512.00,1.30,0.94,0.050,[Fe/H],4.18,12.300,296.2776587,46.8998006,1126.6400000,14.2640000,12.3660000,14.0381000
Kepler-1337 b,Kepler-1337,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,24.40025490,0.144100,2.410,0.215,6.39000,0.02010,M-R relationship,2.510000,0.000000,437,,4523.00,0.67,0.70,-0.090,[Fe/H],4.64,4.270,287.0091176,46.7961229,601.6290000,16.2100000,13.2940000,15.8169000
Kepler-1338 b,Kepler-1338,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.93511806,0.019300,0.920,0.082,0.72100,0.00227,M-R relationship,5.090000,0.000000,2124,,5909.00,1.05,1.04,0.000,[Fe/H],4.41,3.800,284.0422701,41.6990348,753.2600000,13.6990000,12.1060000,13.5742000
Kepler-1339 b,Kepler-1339,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.34155513,0.023400,0.710,0.063,0.28500,0.00090,M-R relationship,4.380000,0.000000,1642,,5586.00,0.93,0.94,0.010,[Fe/H],4.47,5.620,283.7457695,48.3734690,371.0490000,12.3440000,10.6270000,12.1235000
Kepler-134 b,Kepler-134,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.31742900,0.060000,2.000,0.178,4.66000,0.01470,M-R relationship,3.200000,0.000000,1105,,5983.00,1.18,1.06,-0.207,[M/H],4.31,3.550,284.7391156,49.5984448,334.7970000,12.3180000,10.9510000,12.2219000
Kepler-134 c,Kepler-134,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.10578500,0.092000,1.260,0.112,2.13000,0.00669,M-R relationship,5.850000,0.000000,892,,5983.00,1.18,1.06,-0.207,[M/H],4.31,3.550,284.7391156,49.5984448,334.7970000,12.3180000,10.9510000,12.2219000
Kepler-1340 b,Kepler-1340,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.66502692,0.015300,1.550,0.138,3.02000,0.00951,M-R relationship,4.460000,0.000000,2174,,6331.00,1.42,1.27,0.070,[Fe/H],4.24,2.400,296.2328099,42.4727965,981.7790000,15.0030000,13.2400000,14.7546000
Kepler-1341 b,Kepler-1341,2,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,132.99683220,0.449800,2.990,0.267,9.22000,0.02900,M-R relationship,1.900000,0.000000,241,,4662.00,0.72,0.79,0.190,[Fe/H],4.62,1.820,280.5116813,44.1593503,476.9570000,15.3560000,12.6360000,15.0181000
Kepler-1342 b,Kepler-1342,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.21571036,0.031300,1.660,0.148,3.39000,0.01070,M-R relationship,4.070000,0.000000,1283,,5527.00,0.90,0.93,0.030,[Fe/H],4.51,4.370,297.0200549,43.4325382,890.7240000,15.7260000,13.5310000,15.3835000
Kepler-1343 b,Kepler-1343,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.35183158,0.044900,1.930,0.172,4.38000,0.01380,M-R relationship,3.350000,0.000000,1294,,5759.00,0.93,0.95,-0.160,[Fe/H],4.48,3.980,294.2944830,50.7253850,1756.7100000,15.6170000,13.9890000,15.5297000
Kepler-1344 b,Kepler-1344,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.76830490,0.056800,1.840,0.164,4.04000,0.01270,M-R relationship,3.560000,0.000000,1219,,5981.00,1.13,1.09,0.060,[Fe/H],4.37,3.630,287.0862799,46.9457998,853.9590000,14.1920000,12.6330000,14.0269000
Kepler-1345 b,Kepler-1345,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,44.61695570,0.263800,2.360,0.211,6.17000,0.01940,M-R relationship,2.580000,0.000000,693,,6449.00,1.55,1.32,0.040,[Fe/H],4.18,2.240,292.4779428,46.0228210,1355.0200000,13.7750000,12.5630000,13.7050000
Kepler-1346 b,Kepler-1346,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.40165668,0.044000,1.580,0.141,3.12000,0.00982,M-R relationship,4.350000,0.000000,1236,,6133.00,1.21,1.14,0.040,[Fe/H],4.33,3.090,291.8413410,45.1791850,843.7010000,14.6250000,13.1070000,14.4620000
Kepler-1347 b,Kepler-1347,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.00947528,0.104000,1.030,0.092,1.08000,0.00340,M-R relationship,5.430000,0.000000,617,,5193.00,0.79,0.82,-0.110,[Fe/H],4.57,5.620,299.6595903,40.8438526,321.0000000,13.5570000,11.4860000,13.4122000
Kepler-1348 b,Kepler-1348,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,27.57227420,0.183400,1.940,0.173,4.42000,0.01390,M-R relationship,3.330000,0.000000,636,,5911.00,1.04,1.04,-0.010,[Fe/H],4.42,3.720,292.0874126,49.7887090,1213.8200000,14.8710000,13.2420000,14.6789000
Kepler-1349 b,Kepler-1349,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.12823928,0.034100,0.700,0.062,0.27100,0.00085,M-R relationship,4.340000,0.000000,1668,,6086.00,1.28,1.16,0.030,[Fe/H],4.29,2.880,286.3385562,48.7442697,276.3230000,11.2090000,9.7610000,11.0821000
Kepler-135 b,Kepler-135,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.00253000,0.067000,1.810,0.161,3.93000,0.01240,M-R relationship,3.640000,0.000000,1209,,6090.00,1.27,1.25,-0.105,[M/H],4.27,2.620,290.4950939,38.7954956,621.8550000,12.7940000,11.4560000,12.6789000
Kepler-135 c,Kepler-135,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.44870800,0.103000,1.160,0.103,1.65000,0.00521,M-R relationship,5.810000,0.000000,975,,6090.00,1.27,1.25,-0.105,[M/H],4.27,2.620,290.4950939,38.7954956,621.8550000,12.7940000,11.4560000,12.6789000
Kepler-1350 b,Kepler-1350,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.49686040,0.041300,2.520,0.225,6.90000,0.02170,M-R relationship,2.370000,0.000000,535,,3827.00,0.53,0.55,-0.060,[Fe/H],4.74,4.570,288.2506110,46.6794847,340.6910000,16.5770000,13.1220000,16.2331000
Kepler-1350 c,Kepler-1350,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.76678906,0.022200,1.730,0.154,3.64000,0.01150,M-R relationship,3.860000,0.000000,730,,3827.00,0.53,0.55,-0.060,[Fe/H],4.74,4.570,288.2506110,46.6794847,340.6910000,16.5770000,13.1220000,16.2331000
Kepler-1351 b,Kepler-1351,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.91614077,0.015600,0.650,0.058,0.20800,0.00065,M-R relationship,4.160000,0.000000,1212,,4439.00,0.67,0.70,-0.030,[Fe/H],4.64,4.170,293.6084289,42.1978746,202.7820000,14.3280000,11.4700000,14.0866000
Kepler-1352 b,Kepler-1352,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.87788275,0.030000,0.890,0.079,0.64000,0.00201,M-R relationship,4.990000,0.000000,1701,,6118.00,1.16,1.11,0.000,[Fe/H],4.35,3.160,290.6937988,48.7014417,670.8290000,13.3380000,11.9190000,13.2495000
Kepler-1353 b,Kepler-1353,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,24.75439660,0.153000,1.800,0.161,3.89000,0.01230,M-R relationship,3.670000,0.000000,491,,4776.00,0.72,0.76,-0.060,[Fe/H],4.61,4.680,295.7353911,42.5762317,593.3840000,15.7340000,13.1410000,15.5059000
Kepler-1354 b,Kepler-1354,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,76.61337700,0.352100,2.970,0.265,9.11000,0.02870,M-R relationship,1.910000,0.000000,466,,6168.00,1.24,1.16,0.030,[Fe/H],4.31,2.950,291.2451266,37.7590079,1119.4500000,14.5900000,12.8580000,14.3687000
Kepler-1355 b,Kepler-1355,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.28958811,0.022400,1.460,0.130,2.73000,0.00859,M-R relationship,4.820000,0.000000,1448,,5352.00,0.83,0.88,-0.040,[Fe/H],4.55,4.270,283.7414249,49.0679833,911.2690000,15.5950000,13.7480000,15.4520000
Kepler-1356 b,Kepler-1356,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.63400294,0.013600,1.530,0.136,2.96000,0.00930,M-R relationship,4.540000,0.000000,1714,,5106.00,0.78,0.82,-0.020,[Fe/H],4.58,4.900,290.9953825,43.2438792,845.2280000,15.8870000,13.7340000,15.7195000
Kepler-1357 b,Kepler-1357,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.00913240,0.041000,1.280,0.114,2.18000,0.00687,M-R relationship,5.710000,0.000000,1177,,5597.00,0.90,0.93,-0.060,[Fe/H],4.50,4.570,291.5480665,50.3532584,1015.6900000,15.3220000,13.6120000,15.2205000
Kepler-1358 b,Kepler-1358,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.06317341,0.065600,1.120,0.100,1.46000,0.00459,M-R relationship,5.710000,0.000000,827,,5181.00,0.79,0.82,-0.080,[Fe/H],4.57,5.130,286.1705469,43.0089000,546.9980000,14.6930000,12.6560000,14.5403000
Kepler-1359 b,Kepler-1359,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,59.49709520,0.276900,2.830,0.252,8.40000,0.02640,M-R relationship,2.040000,0.000000,369,,4709.00,0.72,0.78,0.110,[Fe/H],4.62,2.340,289.5388180,41.8928154,614.8590000,15.9870000,13.4300000,15.7534000
Kepler-136 b,Kepler-136,2,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.57890000,0.106000,2.050,0.183,19.80000,0.06200,Mass,12.600000,0.000000,951,,6165.00,1.35,1.20,0.000,[M/H],4.24,2.750,296.4673039,42.5987984,420.8180000,11.8220000,10.5190000,11.7544000
Kepler-136 c,Kepler-136,2,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.39923500,0.133000,1.990,0.178,4.62000,0.01450,M-R relationship,3.220000,0.000000,847,,6165.00,1.35,1.20,0.000,[M/H],4.24,2.750,296.4673039,42.5987984,420.8180000,11.8220000,10.5190000,11.7544000
Kepler-1360 b,Kepler-1360,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,40.52864130,0.286600,3.400,0.303,11.50000,0.03610,M-R relationship,1.610000,0.000000,933,,6778.00,1.83,1.51,0.060,[Fe/H],4.09,1.550,300.3440482,45.6231826,1516.2700000,14.0070000,12.5470000,13.8804000
Kepler-1361 b,Kepler-1361,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.57554956,0.043100,0.860,0.077,0.56600,0.00178,M-R relationship,4.890000,0.000000,1061,,5131.00,0.79,0.83,0.000,[Fe/H],4.57,4.900,283.5653603,46.9042278,389.1430000,14.0960000,11.9800000,13.9169000
Kepler-1362 b,Kepler-1362,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,136.20562600,0.462600,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,0.000000,248,,4857.00,0.74,0.80,0.060,[Fe/H],4.60,3.090,288.5385574,40.8771276,731.2980000,16.0500000,13.6280000,15.8246000
Kepler-1363 b,Kepler-1363,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.94194094,0.036300,1.250,0.112,2.10000,0.00660,M-R relationship,5.910000,0.000000,988,,4839.00,0.72,0.76,-0.090,[Fe/H],4.61,4.170,296.9964872,49.2563228,541.7140000,15.4540000,12.9590000,15.2923000
Kepler-1364 b,Kepler-1364,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.32196237,0.128400,2.150,0.192,5.27000,0.01660,M-R relationship,2.910000,0.000000,1299,,6805.00,1.79,1.49,0.040,[Fe/H],4.10,1.580,295.1521334,49.5876179,1056.9000000,13.1960000,12.1430000,13.1858000
Kepler-1365 b,Kepler-1365,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.69993485,0.075000,0.920,0.082,0.72100,0.00227,M-R relationship,5.090000,0.000000,969,,5770.00,1.05,1.00,0.030,[Fe/H],4.39,6.030,292.1996573,42.0459944,840.1280000,13.4170000,11.8570000,13.3798000
Kepler-1365 c,Kepler-1365,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.77468005,0.054500,0.800,0.071,0.43700,0.00137,M-R relationship,4.690000,0.000000,1137,,5770.00,1.05,1.00,0.030,[Fe/H],4.39,6.030,292.1996573,42.0459944,840.1280000,13.4170000,11.8570000,13.3798000
Kepler-1366 b,Kepler-1366,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.16457097,0.027300,1.430,0.128,2.63000,0.00829,M-R relationship,4.940000,0.000000,783,,4070.00,0.60,0.62,-0.020,[Fe/H],4.68,3.980,285.0648845,41.5548464,465.8260000,16.6850000,12.9610000,15.8887000
Kepler-1367 b,Kepler-1367,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.57409027,0.023600,0.920,0.082,0.72100,0.00227,M-R relationship,5.090000,0.000000,998,,4106.00,0.60,0.62,-0.060,[Fe/H],4.68,3.890,288.4166786,47.8787308,401.4840000,16.0120000,12.7040000,15.5576000
Kepler-1368 b,Kepler-1368,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.67564949,0.015300,1.650,0.147,3.36000,0.01060,M-R relationship,4.110000,0.000000,2085,,5906.00,1.08,1.07,0.100,[Fe/H],4.40,3.470,294.7669795,41.6446434,1635.8200000,15.9140000,14.3880000,15.8729000
Kepler-1369 b,Kepler-1369,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,25.87314800,0.174100,2.690,0.240,7.70000,0.02420,M-R relationship,2.170000,0.000000,667,,5761.00,0.99,0.99,0.000,[Fe/H],4.45,4.070,285.7972604,40.9361923,1236.5600000,15.6210000,13.7880000,15.3498000
Kepler-137 b,Kepler-137,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.43638700,0.077000,1.470,0.131,2.76000,0.00869,M-R relationship,4.770000,0.000000,742,,5187.00,0.80,0.91,-0.020,[Fe/H],4.55,4.270,282.1355875,43.0391951,302.9790000,13.0630000,11.1650000,12.9414000
Kepler-137 c,Kepler-137,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.73575300,0.130000,1.880,0.168,4.19000,0.01320,M-R relationship,3.470000,0.000000,568,,5187.00,0.80,0.91,-0.020,[Fe/H],4.55,4.270,282.1355875,43.0391951,302.9790000,13.0630000,11.1650000,12.9414000
Kepler-1370 b,Kepler-1370,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.26416840,0.149500,1.840,0.164,4.04000,0.01270,M-R relationship,3.560000,0.000000,770,,6202.00,1.29,1.19,0.050,[Fe/H],4.29,2.880,284.5656897,41.7784781,1004.1000000,13.7180000,12.3490000,13.6743000
Kepler-1370 c,Kepler-1370,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.44142113,0.076700,1.270,0.113,2.15000,0.00678,M-R relationship,5.770000,0.000000,1075,,6202.00,1.29,1.19,0.050,[Fe/H],4.29,2.880,284.5656897,41.7784781,1004.1000000,13.7180000,12.3490000,13.6743000
Kepler-1371 b,Kepler-1371,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.44620390,0.039300,0.730,0.065,0.31500,0.00099,M-R relationship,4.450000,0.000000,1015,,5361.00,0.83,0.87,-0.070,[Fe/H],4.55,4.370,288.8314251,47.5519753,515.3340000,14.0180000,12.0520000,13.8344000
Kepler-1371 c,Kepler-1371,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.00541269,0.027400,0.640,0.057,0.19600,0.00062,M-R relationship,4.110000,0.000000,1216,,5361.00,0.83,0.87,-0.070,[Fe/H],4.55,4.370,288.8314251,47.5519753,515.3340000,14.0180000,12.0520000,13.8344000
Kepler-1372 b,Kepler-1372,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.31155557,0.024000,1.270,0.113,2.15000,0.00678,M-R relationship,5.770000,0.000000,1655,,5677.00,0.97,0.98,0.050,[Fe/H],4.46,5.010,288.8865895,44.8394672,1303.2200000,15.6670000,13.7180000,15.3493000
Kepler-1373 b,Kepler-1373,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.29123275,0.024200,1.160,0.103,1.65000,0.00521,M-R relationship,5.810000,0.000000,1887,,6299.00,1.33,1.22,0.030,[Fe/H],4.27,2.510,285.7520229,39.2491731,1699.4600000,14.3280000,12.7890000,14.0717000
Kepler-1374 b,Kepler-1374,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.65276707,0.091800,2.290,0.204,5.86000,0.01840,M-R relationship,2.680000,0.000000,737,,5323.00,0.81,0.85,-0.130,[Fe/H],4.56,4.470,291.3499783,45.1722521,1078.4600000,15.9910000,14.1290000,15.9300000
Kepler-1375 b,Kepler-1375,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.30041920,0.047100,1.740,0.155,3.68000,0.01160,M-R relationship,3.840000,0.000000,1543,,6704.00,1.78,1.47,0.090,[Fe/H],4.11,1.660,296.2935173,43.4032189,1430.8400000,13.8640000,12.3620000,13.7103000
Kepler-1376 b,Kepler-1376,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.30880656,0.059800,1.050,0.094,1.16000,0.00364,M-R relationship,5.510000,0.000000,1042,,5659.00,0.97,0.98,0.070,[Fe/H],4.46,4.680,286.9584368,42.5414090,868.0560000,14.7920000,13.0720000,14.6721000
Kepler-1377 b,Kepler-1377,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.74092842,0.015300,1.250,0.112,2.10000,0.00660,M-R relationship,5.910000,0.000000,1873,,5218.00,0.82,0.86,0.050,[Fe/H],4.55,5.010,289.1954229,46.6516055,1146.1000000,15.8570000,13.9840000,15.8887000
Kepler-1378 b,Kepler-1378,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.95398936,0.088500,2.200,0.196,5.48000,0.01720,M-R relationship,2.830000,0.000000,525,,4407.00,0.67,0.70,0.030,[Fe/H],4.63,6.460,297.3734030,40.3663986,506.4340000,16.5497000,13.3280000,16.0538000
Kepler-1379 b,Kepler-1379,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.88184115,0.017100,1.300,0.116,2.24000,0.00705,M-R relationship,5.600000,0.000000,1564,,5188.00,0.79,0.83,-0.040,[Fe/H],4.57,5.010,293.6704404,41.4102105,971.3250000,16.1070000,13.8000000,15.8526000
Kepler-138 b,Kepler-138,1,4,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.31340000,0.075300,0.640,0.057,0.07000,0.00022,Mass,1.700000,0.020000,452,M1 V,3841.00,0.54,0.54,-0.180,[Fe/H],4.71,4.680,290.3814122,43.2930645,66.8624000,13.0400000,9.5060000,12.4715000
Kepler-138 c,Kepler-138,1,4,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.78150000,0.091300,1.510,0.135,2.30000,0.00724,Mass,3.600000,0.017000,410,M1 V,3841.00,0.54,0.54,-0.180,[Fe/H],4.71,4.680,290.3814122,43.2930645,66.8624000,13.0400000,9.5060000,12.4715000
Kepler-138 d,Kepler-138,1,4,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,23.09230000,0.128800,1.510,0.135,2.10000,0.00661,Mass,3.600000,0.010000,345,M1 V,3841.00,0.54,0.54,-0.180,[Fe/H],4.71,4.680,290.3814122,43.2930645,66.8624000,13.0400000,9.5060000,12.4715000
